Нечаев Фрол
Симонов Антонин
Ильюхин Владислав
Кочергин Ириней
Селезнёв Мирослав
Панкратов Исаак
Агафонов Фаддей
Вдовин Фока
Севастьянов Фока
Комаров Евграф
Зуев Родион
Краснов Георгий
Панин Евгений
Коваль Арсений
Минаев Викентий
Кочетков Игорь
Олейников Леонид
Сахаров Викентий
Комаров Денис
Коваленко Галактион
Сурганов Серафим
Зыков Гордей
Глухов Савва
Лавров Германн
Елизаров Никифор
Мельников Мелентий
Столяров Ираклий
Кулаков Фирс
Мартынов Емельян
Рожков Емельян
Кононов Лука
Чумаков Глеб
Соловьёв Евстафий
Крючков Василий
Хрущёв Афанасий
Бобров Лев
Измайлов Изот
Одинцов Альвиан
Стрелков Арсений
Горячев Митрофан
Панфилов Конон
Дашков Лаврентий
Никонов Кир
Антипов Леонид
Алёхин Мирослав
Сорокин Донат
Булатов Онисим
Титов Мина
Сорокин Илья
Гуляев Владимир
Трошин Порфирий
Лаптев Тихон
Леонов Валерий
Лавров Мелентий
Севастьянов Андрей
Симонов Игорь
Балашов Конон
Шубин Фока
Золотарёв Гордей
Алексеев Евсей
Богданов Авдей
Моисеев Харитон
Филиппов Гордей
Высоцкий Фока
Москвин Конон
Чижов Родион
Киреев Ефрем
Федотов Логгин
Красоткин Протасий
Жуков Филат
Калмыков Михаил
Заец Конон
Зорин Платон
Рыжков Аркадий
Прокофьев Галактион
Гуров Степан
Галкин Анатолий
Сотников Лев
Федосеев Мелентий
Максимов Добрыня
Андрианов Фёдор
Громов Никон
Белов Николай
Бочаров Валерьян
Мельников Тит
Крюков Урбан
Карташов Фотий
Малинин Агафон
Воронов Павел
Пекарев Агапит
Богомолов Матвей
Захаров Лука
Ульянов Нестор
Гончаров Лука
Матвиенко Фома
Сазонов Севастьян
Кулешов Всеволод
Похлёбкин Пафнутий
Маркин Донат
Одинцов Фрол
Соболев Ириней
Грибов Борис
Никонов Георгий
Дорохов Платон
Лапин Леонид
Кононов Антонин
Гаврилов Арсений
Гордеев Сила
Сальников Магистриан
Бессонов Урбан
Николаев Леонтий
Суханов Никон
Галкин Онуфрий
Калугин Демьян
Плотников Вениамин
Кузнецов Капитон
Юдин Филат
Дубровин Филат
Горбачав Сила
Третьяков Феоктист
Малофеев Софрон
Дубов Михаил
Сычёв Альберт
Гуров Станислав
Снегирёв Богдан
Агапов Потап
Леонтьев Валерьян
Никулин Евсей
Заец Исаак
Грибов Созон
Островский Никандр
Леонов Руслан
Шаров Гордей
Марков Евгений
Козловский Добрыня
Черняев Глеб
Чернышёв Мелентий
Дорофеев Архипп
Шилов Геласий
Фетисов Герасим
Кудряшов Демид
Зверев Варлам
Симонов Даниил
Поляков Геннадий
Лукьянов Митрофан
Крылов Геласий
Краснов Филипп
Поляков Николай
Калачёв Фотий
Завьялов Лукьян
Ермаков Фрол
Беляков Прохор
Козлов Пахомий
Бородин Протасий
Зимин Кузьма
Троицкий Лев
Похлёбкин Евсей
Усов Матвей
Черепанов Филат
Коваль Макар
Дружинин Ростислав
Носов Фока
Гноев Денис
Фомин Варлам
Новодворский Панкратий
Лавров Аркадий
Еромлаев Харитон
Агеев Назар
Фетисов Пётр
Мухин Ждан
Кочергин Антонин
Козлов Герман
Тимофеев Святополк
Красоткин Антонин
Сергеев Поликарп
Кулаков Харитон
Щеглов Родион
Рябов Варсонофий
Агеев Кондрат
Майоров Борис
Третьяков Валентин
Усов Пантелеймон
Корнеев Артур
Меньшов Протасий
Петровский Донат
Ткачёв Владислав
Прошин Иван
Чёрный Павел
Галкин Родослав
Харитонов Илья
Трифонов Кир
Дроздов Степан
Чистяков Георгий
Прошин Игорь
Минин Созон
Зимин Лев
Поляков Ефим
Широков Кирилл
Архипов Мамонт
Климов Григорий
Белоусов Сергей
Анисимов Пафнутий
Шишкин Онисим
Яковлев Феликс
Чесноков Филимон
Троцкий Родион
Белов Игнатий
Морозов Аристарх
Кукушкин Гавриил
Фёдоров Прокопий
Дементьев Донат
Соловьёв Ефим
Миронов Германн
Кондратьев Родион
Лаврентьев Венедикт
Лаптев Лукьян
Стариков Мелентий
Розанов Онуфрий
Спиридонов Григорий
Кудряшов Антон
Кочетков Евстафий
Воронков Владлен
Емельянов Иулиан
Звягинцев Венедикт
Успенский Макар
Лаптев Аркадий
Орлов Исаак
Артамонов Зиновий
Поздняков Геласий
Горлов Варлам
Балашов Леонид
Васильев Кондрат
Дубов Софрон
Хохлов Сила
Кузьмин Протасий
Зайцев Агапит
Артамонов Никанор
Тарасов Павел
Комаров Вавила
Леонов Донат
Баженов Панкратий
Макеев Тимур
Игнатов Василий
Сергеев Мина
Ерёмин Никон
Казаков Корнилий
Сурганов Галактион
Высоцкий Дмитрий
Макаров Вадим
Голованов Леонид
Коновалов Самуил
Ульянов Пров
Артамонов Федот
Беликов Германн
Чесноков Фаддей
Токарев Тимофей
Козин Емельян
Беликов Геласий
Михайлов Ким
Москвин Марк
Рябов Сергей
Розанов Разумник
Островский Кир
Шишкин Никанор
Самсонов Глеб
Кулаков Ждан
Зимин Пафнутий
Буров Семён
Назаров Харитон
Львов Донат
Маркелов Геласий
Зубков Вениамин
Бочаров Аркадий
Колесов Никанор
Чесноков Дмитрий
Жаров Мелентий
Дьяконов Сильвестр
Леонов Корнилий
Ежов Лука
Муратов Разумник
Муромцев Харитон
Третьяков Григорий
Прошин Дмитрий
Коваленко Кондрат
Севастьянов Куприян
Галкин Антонин
Макеев Фома
Румянцев Изот
Морозов Иакинф
Агеев Святослав
Чернов Агафон
Козлов Филимон
Попов Тит
Селиванов Феоктист
Бородин Михаил
Кондрашов Леонтий
Яшин Даниил
Чернышев Мамонт
Грачёв Кирилл
Чесноков Алексей
Тимофеев Семён
Бородин Варфоломей
Демидов Данакт
Глушков Вавила
Зубов Герасим
Мухин Галактион
Кошелев Тихон
Сидоров Руслан
Лапшин Самуил
Мясников Савелий
Верещагин Лев
Черняев Вениамин
Малышев Егор
Сазонов Ираклий
Федосов Логгин
Кролик Тарас
Кулагин Паисий
Лебедев Зиновий
Бирюков Феликс
Зеленин Пров
Горбань Мирослав
Новодворский Сила
Свешников Даниил
Ефимов Капитон
Матвиенко Альвиан
Баранов Виссарион
Второв Анфим
Карасёв Федот
Кошелев Онисим
Зюганов Агапит
Лавров Серафим
Попов Авдей
Федосеев Варлам
Савельев Викентий
Щукин Хрисанф
Рублёв Акиндин
Фетисов Назар
Муравьёв Иннокентий
Макеев Иван
Строев Филимон
Игнатов Герман
Рыбаков Игнатий
Кравцов Данакт
Миронов Родион
Муравьёв Андрей
Кудрявцев Ираклий
Зыков Мина
Кроликов Тимур
Буров Иннокентий
Розанов Куприян
Олейников Николай
Меньшов Илья
Бобров Тимофей
Хомяков Лука
Лебедев Георгий
Кулагин Сергей
Кольцов Афанасий
Котов Артём
Журавлёв Владлен
Крючков Фаддей
Мишустин Тимур
Ткачёв Лукьян
Павлов Артур
Трошин Протасий
Седов Демьян
Макаров Савелий
Калачёв Ириней
Комиссаров Антонин
Чесноков Еремей
Гакабов Виктор
Седов Филипп
Гордеев Альберт
Петров Фотий
Агафонов Савва
Злобин Иулиан
Щукин Виталий
Митрофанов Фотий
Беляев Сильвестр
Измайлов Авксентий
Богомолов Демьян
Корнев Пафнутий
Романов Тарас
Савельев Сильвестр
Светличный Акиндин
Винокуров Ефрем
Горелов Ефрем
Худяков Валерий
Горелов Кир
Казанцев Максим
Леонтьев Ермолай
Литвинов Мирослав
Старостин Вячеслав
Шмелёв Еремей
Корнев Анфим
Бородин Алексей
Собянин Агапит
Зеленин Вениамин
Ткачёв Донат
Рябов Аристарх
Дроздов Варсонофий
Золотов Панкратий
Дроздов Нестор
Сидоров Панкратий
Селезнёв Фома
Одинцов Аникита
Кукушкин Леонтий
Грибков Григорий
Лапшин Потап
Ковалёв Герман
Чёрный Иннокентий
Горбачав Филипп
Нестеров Виктор
Стариков Максим
Горбань Герасим
Гущин Митрофан
Майоров Потап
Соколов Леонтий
Коваль Исаак
Бирюков Кир
Сорокин Николай
Сурганов Куприян
Панов Лаврентий
Фетисов Святослав
Ситников Прокопий
Кулешов Логгин
Елизаров Созон
Жилин Александр
Астафьев Владлен
Глебов Куприян
Золотов Харитон
Головин Мелентий
Коротков Фока
Смирнов Ириней
Успенский Хрисанф
Медейко Ермолай
Горячев Фирс
Малофеев Филипп
Бирюков Протасий
Швецов Тимур
Лапин Мирослав
Денисов Варлам
Моргунов Никодим
Симонов Фирс
Гуляев Иакинф
Шульгин Владлен
Кислов Вадим
Макаров Игорь
Лукьянов Никон
Блохин Федосей
Фетисов Пахомий
Гордеев Анатолий
Краснов Созон
Ермилов Вавила
Гущин Игнатий
Жириновский Разумник
Бычков Мстислав
Минаев Севастьян
Севастьянов Савва
Еремеев Потап
Савицкий Кирилл
Соколов Исидор
Михеев Пафнутий
Троицкий Самуил
Михеев Ириней
Титов Феликс
Грибков Фирс
Севастьянов Даниил
Бондарев Агапит
Дьяконов Лука
Маслов Вячеслав
Дорохов Потап
Вешняков Фёдор
Собянин Викентий
Мальцев Прокопий
Новиков Добрыня
Субботин Самуил
Гуров Аркадий
Широков Родион
Пономарев Изот
Красоткин Мартын
Сухарев Степан
Грибков Савва
Рыбкин Евграф
Самойлов Пров
Рыбаков Галактион
Мещеряков Данакт
Поляков Исаак
Кузнецов Дмитрий
Меркулов Разумник
Козлов Роман
Верещагин Егор
Колесников Афанасий
Дегтярев Лев
Ермолов Климент
Никонов Ерофей
Хохлов Виктор
Фирсов Илья
Беляев Тихон
Бочаров Варсонофий
Никитин Матвей
Ульянов Евсей
Давыдов Степан
Суворов Валерьян
Малахов Климент
Сурганов Филат
Шапошников Изот
Малышев Геннадий
Устинов Ефрем
Максимов Иван
Хомяков Евдоким
Муромцев Павел
Калинин Феоктист
Латышев Прокопий
Круглов Куприян
Гончаров Мина
Матвиенко Дмитрий
Никонов Филимон
Муравьёв Марк
Гришин Иннокентий
Ковалёв Лукий
Кудряшов Ириней
Путин Добрыня
Похлёбкин Варсонофий
Ерофеев Алексей
Тихонов Созон
Сальников Тихон
Хрущёв Вадим
Новиков Фотий
Басов Кир
Архипов Игорь
Козин Хрисанф
Коваленко Геласий
Селезнёв Евграф
Муромцев Ираклий
Чистяков Потап
Софронов Виктор
Кочетков Еремей
Акимов Ираклий
Гаврилов Ростислав
Головин Варлам
Рыбаков Пантелеймон
Масленников Артур
Покровский Александр
Денисов Ермолай
Головин Антонин
Кислов Тихон
Игнатьев Тит
Глебов Сильвестр
Сотников Акиндин
